NAME,Revenue_2015,Revenue_2016,Revenue_2017,Revenue_2018,Revenue_2019,Employees_2017,Employees_2018,Employees_2019,Employees_2020,3_year_moving_average_1,3_year_moving_average_2,3_year_moving_average_3,Revenue_2020
OTUC,130209020,141806248,217376119,224129148,289081844,56,61,65,67,163130462.3,194437171.7,243529037,287701717.6
RIUJ,285457741,329201464.7,422165013,279981640,329201464.7,409,435,444,448,345608072.9,343782705.9,343782705.9,361169412
BWUP,185882458,239369816.3,223977143,264143634,283476030,203,225,220,234,216409805.8,242496864.4,257198935.7,278363960.2
SIUU,202333690,208568297,246898702,262835050,289761338,2363,2445,2478,2522,219266896.3,239434016.3,266498363.3,327919914.3
QQJC,564590111,517531542,442905926,324587750,282822573,53,52,41,42,508342526.3,428341739.3,350105416.3,396462438.8
NRJZ,184378176,277559216,303234289,313731291,282658905,391,400,401,401,255057227,298174932,299874828.3,399993838.9
UKQO,410059808,335103249,316247969,276102248,334378318.5,1397,1469,895,826,353803675.3,309151155.3,308909511.8,319145414.1
ZQKK,165662276,216299114,237026805,262914736,277378907,76,84,86,85,206329398.3,238746885,259106816,306862150.1
MQNW,152541092,190870654,226854687,276590407,211714210,189,190,197,158,190088811,231438582.7,238386434.7,280735155.7
LYKR,217909999,217909999,141770249,226875955,285083793,191,201,215,248,192530082.3,195518734.3,217909999,270363892.3
DANA,121965000,148412000,187667000,234620000,275417000,1038,1081,1188,1188,152681333.3,190233000,232568000,280122411.8
GQNX,239154617,248801637,260692484,258877795,273359896,82,106,120,138,249549579.3,256123972,264310058.3,244020548.6
VHLK,261433814,263083951,262118505,259735378,273029669,746,744,832,855,262212090,261645944.7,264961184,299265900.1
NRNV,395064000,421006000,469729000,538092000,264813000,380,389,383,365,428599666.7,476275666.7,424211333.3,489075112.6
UDXJ,128570498,204665555,244961947,192732666.7,192732666.7,112,111,98,65,192732666.7,214120056.2,210142426.8,208117823.2
HDRT,205119140,220181542,235682966,244648400,226408012,106,132,143,155,220327882.7,233504302.7,235579792.7,269513383
HWKA,267180243,267180243,309085474,244180503,248274752,162,151,164,182,281148653.3,273482073.3,267180243,293625807.4
WSKR,111236000,177530000,153000000,189796000,247845000,286,294,335,354,147255333.3,173442000,196880333.3,211966443.5
DRAD,85472112,102392619,145565839,210694583,247038858,27,30,37,38,111143523.3,152884347,201099760,256705018.6
UMUW,212633033.5,169459979,209230145,230719070,241122940,55,64,48,46,197107719.2,203136398,227024051.7,227008230.8
YFCR,273407732,267728930,255205746,251063852,237689016,690,692,697,714,265447469.3,257999509.3,247986204.7,333456515.1
XLSO,37447000,44142000,154536000,187713000,237133000,10613,11087,11515,11910,78708333.33,128797000,193127333.3,177950128.4
XIVQ,41757751,63818562,124452533,230415165,115111002.8,956,1114,1231,1146,76676282,139562086.7,156659566.9,267141715.2
MOMA,268901564,246841425,243676519,246801240,240595352,404,432,430,423,253139836,245773061.3,243691037,369493493.2
LZEA,128851466,151965605,28381583,227544787,134185860.3,192,186,179,178,103066218,135963991.7,130037410.1,163203959.4
RSPE,255664000,252652000,264730000,201267000,234688964,681,684,553,492,257682000,239549666.7,233561988,267288580.5
IKAD,91094000,115842000,158469000,163448000,226902000,204,217,240,263,121801666.7,145919666.7,182939666.7,204323706.9
EQRE,77729800,100307140,163336971,176176406,226609113,106,110,121,128,113791303.7,146606839,188707496.7,190826735
GSJU,98609482,124151770,170748327,196344189,226485920,118,125,124,132,131169859.7,163748095.3,197859478.7,259649607.1
WFOJ,56202000,90972541,151160820,198157020,221149762,484,507,587,627,99445120.33,146763460.3,190155867.3,207271466.8
ECDV,135037000,154553000,176273000,192566000,217271000,504,490,490,478,155287666.7,174464000,195370000,211509368.7
RRKS,222979600,175213965,219780371,255893734,241030330,36,36,2,2,205991312,216962690,238901478.3,273928800.1
NUUH,173527000,176493000,204022000,207647000,190422250,118,130,136,133,184680666.7,196054000,200697083.3,301386652.3
ZIPC,96113204,116730746,137084425,176834295,209622823,481,461,462,460,116642791.7,143549822,174513847.7,197025939.3
PMHD,215067992,219842504,201495936,193206455,207528744,1916,1928,1943,1991,212135477.3,204848298.3,200743711.7,198301446
NDOQ,126943540,54510951,91985703,152110266,209167240,16,14,17,15,91146731.33,99535640,151087736.3,203200547
CSFJ,87600971,111363340,134164350,170777265,202908882,920,940,988,1015,111042887,138768318.3,169283499,293977220.3
WNTF,117371667,145439546,169888916,198714916,157853761.3,16,10,16,45,144233376.3,171347792.7,175485864.4,215459551
ETWW,236122965,244627883,193147884,198059577,217989577.3,252,268,289,288,224632910.7,211945114.7,203065679.4,240292642.1
AOTW,186217085.5,186217085.5,174805294,197628877,186217085.5,178,184,168,191,182413155,186217085.5,186217085.5,181109955.6
CHME,140274833,156036239,188820901,181728434,201015706,198,198,190,184,161710657.7,175528524.7,190521680.3,187145685.9
NIDW,35000934,72716448,100441587,146709129,200349500,30,40,50,62,69386323,106622388,149166738.7,191571354.1
SPNT,180008593,168169020,164568231,178947623,199837177,34,44,51,54,170915281.3,170561624.7,181117677,200276340.3
FJAB,242648126,233924512,214546569,195851062,221742567.3,261,243,224,216,230373069,214774047.7,210713399.4,250022531.6
VTST,150535000,153634000,151230000,147107000,199157000,247,262,267,256,151799666.7,150657000,165831333.3,187572633
PBGZ,241198591,20437297,21032835,25161021,149075349,374,399,396,415,94222907.67,22210384.33,65089735,124185076.3
QCHX,179417186,174210249,173857799,180963311,201964287,36,36,5,5,175828411.3,176343786.3,185595132.3,214969016.3
PBFH,67962778,2757731,14456206,64575131,190062044,738,498,1176,2087,28392238.33,27263022.67,89697793.67,140402671.6
RNSC,77967234,88657169,127097765,166494252,193132213,669,922,960,975,97907389.33,127416395.3,162241410,289607940.6
RFCW,151475858,159781342,162854647,166616922,185461226,34,35,33,32,158037282.3,163084303.7,171644265,229853899.7
UWKL,204211687,191616899,173593747,189807444.3,189807444.3,198,188,182,217,189807444.3,185006030.1,184402878.6,189176119.2
FPUY,165464000,161572000,172513000,166516333.3,166516333.3,118,123,125,139,166516333.3,166867111.1,168515222.2,178319036.9
QQHE,178067367,195821143,172385035,182091181.7,182091181.7,36,36,34,35,182091181.7,183432453.2,178855799.4,201654756.6
ABNQ,91848605,119404426,151479201,121908874,180768377,294,307,499,483,120910744,130930833.7,151385484,220036454.4
NRDT,157113248.5,157113248.5,137525125,176701372,157113248.5,74,82,98,106,150583874,157113248.5,157113248.5,182063182.7
VCWK,168161000,171319000,161532000,173854000,175843000,134,143,142,140,167004000,168901666.7,170409666.7,182430367.6
GUWM,408000,435000,28145000,165626000,175748000,28,34,47,50,9662666.667,64735333.33,123173000,129633900.3
HHBK,172603000,167033000,179169000,174908000,169945000,2346,2373,2412,2584,172935000,173703333.3,174674000,174253775.3
KPLU,159772488,156251578,207269446,172018327,166975668,507,530,582,615,174431170.7,178513117,182087813.7,190361051.1
XPXO,219394344,205911749,196083522,184762552,167563998,7823,9828,10003,10104,207129871.7,195585941,182803357.3,149581055
ETFJ,115666168.3,115666168.3,18568338,161735290,166694877,16,11,14,23,83300224.89,98656598.78,115666168.3,147055849.8
FXLB,101305048,112894932,131766294,149330744,169209391,508,542,572,594,115322091.3,131330656.7,150102143,219243119
OONS,133568500,133568500,103389000,133568500,163748000,212,251,304,303,123508666.7,123508666.7,133568500,217688825
CSUV,128516000,138824000,150207000,162514000,162048000,70,76,79,87,139182333.3,150515000,158256333.3,189052961.4
SFAO,125397096,129809434,144175717,158982099,139591086.5,16,4,3,3,133127415.7,144322416.7,147582967.5,179505512.2
YNWT,18252099,104195879,157735720,159316136,158578275,236,267,283,262,93394566,140415911.7,158543377,203938563.2
TKAR,125953257,133347018,163315825,154593052,159999355,24,27,31,39,140872033.3,150418631.7,159302744,254185063.7
IOIL,29873449,25616826,56344515,128091186,158100946,44,79,107,136,37278263.33,70017509,114178882.3,126575491.2
KWVE,219393000,202339000,211544000,168730000,158073000,1181,1165,1121,1172,211092000,194204333.3,179449000,210233149.5
SHKM,146578141,146578141,126533235,156021995,157179193,353,368,395,396,139896505.7,143044457,146578141,204830246.8
UMKE,121922000,135891000,131935000,144846000,155220000,70,83,90,97,129916000,137557333.3,144000333.3,166130633.8
ZMXP,81328921,96679063,108329452,132425581,154551154,909,1006,1195,1280,95445812,112478032,131768729,204460260.4
CFDH,105413804,110516020,109672524,128212454,154008406,440,438,455,444,108534116,116133666,130631128,171953169.2
TWSE,59224767,63465542,89077827,178612137,153071054,16,21,27,35,70589378.67,110385168.7,140253672.7,171773638.8
XTNF,132626449,135797044,144079586,147124634,139906928.3,1778,1421,866,750,137501026.3,142333754.7,143703716.1,239749112.3
RZFT,233619076.7,279102966,272688536,149065728,233619076.7,486,516,468,388,261803526.2,233619076.7,218457780.2,278955432.5
OFPD,103407875,124080453,135792656,145921663,127300661.8,39,56,66,63,121093661.3,135264924,136338326.9,144708916.9
FFSS,164844000,155948000,139076000,153289333.3,153289333.3,16,4,3,3,153289333.3,149437777.8,148551555.6,200967674.3
MNYF,90624000,96475000,104415000,116443000,148287000,130,142,147,145,97171333.33,105777666.7,123048333.3,141557529.8
FHPV,123097032,110892886,113421057,102780595,146120848,69,62,55,54,115803658.3,109031512.7,120774166.7,140084392.2
OCXJ,93373417,94865819,95273912,129875258,145176642,107,174,203,215,94504382.67,106671663,123441937.3,146284786.3
WMCD,107291000,108689000,122727000,139326000,144468000,48,59,67,61,112902333.3,123580666.7,135507000,156956163.3
XZBV,100536000,113214000,118041000,115799000,144108000,184,181,168,169,110597000,115684666.7,125982666.7,132449898.5
CFYY,91228115,157130964,167215628,131656090,143331746,181,181,172,133,138524902.3,152000894,147401154.7,187099565.9
QAKC,315632021,694930848,304169574,149831484,140262613,497,425,264,259,438244147.7,382977302,198087890.3,404581107.9
QHNJ,38823769,41684584,65847384,140212071,71641952,446,512,574,595,48785245.67,82581346.33,92567135.67,134885434.1
SMHR,75532393,79667179,93553095,110680267,140170203,322,440,592,548,82917555.67,94633513.67,114801188.3,161316525.4
MZXK,69184000,75640000,89950000,126299000,142925000,109,127,138,132,78258000,97296333.33,119724666.7,140482207.2
RNTH,75261819,108516939,116071593,116758231,139296082,31,48,49,54,99950117,113782254.3,124041968.7,150891608
VVRP,93572249.5,67216742,80657851,87150529,139263876,76,86,99,107,80482280.83,78341707.33,102357418.7,113537662
FZXY,10664334,3675308,19264988,42756164.25,137420027,90,81,99,119,11201543.33,21898820.08,66480393.08,115340309.9
EHIV,68044285,83604896,96619018,135980223,96062105.5,460,526,604,629,82756066.33,105401379,109553782.2,130724822.6
WTXV,33252400,61010771,97110744,135090845,81616190,115,140,196,229,63791305,97737453.33,104605926.3,128055383.4
XCGZ,71351209,92959988,106093805,134734912,101284978.5,196,226,238,240,90135000.67,111262901.7,114037898.5,142924886.7
TKLC,79500425,120112651,128357829,134600327,115642808,112,113,127,142,109323635,127690269,126200321.3,123948565.9
LTYL,96136769,109886767,116688777,113913328.3,132941000,80,79,81,80,107570771,113496290.8,121181035.1,147349373.7
VYKO,235081000,207678000,196442000,171327000,132303000,67,63,57,55,213067000,191815666.7,166690666.7,220573899.3
FEAG,64394235,78927080,32669902,37663736,132100783,131,122,105,58,58663739,49753572.67,67478140.33,76076060.48
DUPY,94310635,95396825,125185165,141341307,133916618,80,105,110,103,104964208.3,120641099,133481030,141750093.6
UYNQ,140161184,124645991,122993428,129266867.7,129266867.7,574,596,591,605,129266867.7,125635428.9,127175721.1,133278297.4
KIVV,166566547,183221320,183486070,170847343,131204626,1916,2125,1883,1769,177757979,179184911,161846013,229373356.8
CWEX,113278192.3,113278192.3,104938604,103755743,131140230,12,11,27,38,110498329.6,107324179.8,113278192.3,163287534.4
HZDT,40661958,67833931,98938107,137745695,131086721,250,239,217,233,69144665.33,101505911,122590174.3,141077296.6
TAGR,4668379,23842746,55301520,99749747,158310941,1180,1257,1294,998,27937548.33,59631337.67,104454069.3,123375921.7
YWLI,91924289,109042502,143022950,146132413,130186919,310,334,339,314,114663247,132732621.7,139780760.7,245371139.7
FOLH,73745500,20192000,53244000,91988000,129558000,329,366,411,500,49060500,55141333.33,91596666.67,112418020.8
QCRO,83665000,96707000,109654000,126845000,104217750,180,202,223,279,96675333.33,111068666.7,113572250,124424319.5
NUIV,119142193,119142193,111842121,126442265,119142193,231,255,273,289,116708835.7,119142193,119142193,139700836.5
TEZJ,65970085,69124489,82794426,111944450,128377766,272,314,391,455,72629666.67,87954455,107705547.3,127885134.2
UXUW,74461181,89369443,104955718,117978624,128289844,546,570,564,501,89595447.33,104101261.7,117074728.7,147707469.5
QCNW,86521545.25,71012732,100754659,46534472,127784318,80,95,110,110,86096312.08,72767287.67,91691149.67,104138658.6
LUNH,90739153,100721582,113132900,113866253,125698914,623,617,653,638,101531211.7,109240245,117566022.3,131120183.7
WPDS,111883000,111883000,89748000,120248000,125653000,296,290,387,413,104504666.7,107293000,111883000,137027645.6
WEXO,157939699,139155766,137308308,123165987,139392440,13019,17560,18903,19103,144801257.7,133210020.3,133288911.7,148381877.6
RGSC,77366090,86835664,100096521,111982136,125419513,1162,1230,1332,1331,88099425,99638107,112499390,169632518.5
VFXP,85924000,92009000,100369000,109655000,124783000,300,345,403,421,92767333.33,100677666.7,111602333.3,141323190.5
FLNF,32400346,46369254,77060559,104114093,124043394,978,999,1054,1022,51943386.33,75847968.67,101739348.7,136796046.2
MDVA,70657501,86382449,100937630,110945216,123734349,156,208,241,242,85992526.67,99421765,111872398.3,158320203
ZWNF,48907546,61611716,86794056,117567281,123548767,164,174,186,184,65771106,88657684.33,109303368,130575029
WRSO,73547362,88962337,106025506,122126813,97665504.5,16,2,2,2,89511735,105704885.3,108605941.2,126711163.1
SQJL,102981286,84633101,104945466,119365291,102981286,29,32,38,49,97519951,102981286,109097347.7,132994645.8
EXKD,132610339,145868221,133505454,129994758,121588075,64,66,63,66,137328004.7,136456144.3,128362762.3,150764213.2
INQL,59566805,72473591,92325850,112838000,84301061.5,54,62,66,62,74788748.67,92545813.67,96488303.83,112160135.8
WKGC,98644000,107343000,113482000,106489666.7,106489666.7,168,169,185,196,106489666.7,109104888.9,108820444.4,101712589.6
ZKYH,39144000,65364000,101652000,118611000,81192750,92,122,168,231,68720000,95209000,100485250,130276940.9
IDMH,90704000,93355000,107909000,116600000,119722000,156,206,237,242,97322666.67,105954666.7,114743666.7,166329705.8
XOJR,40766000,58229000,87211000,115285273,75372818.25,45,65,76,98,62068666.67,86908424.33,92623030.42,107734817.8
SIZZ,98152209.5,98152209.5,98152209.5,79527809,116776610,429,530,649,602,98152209.5,91944076,98152209.5,154380358.7
PHBZ,65717406,63116514,80180073,108951759,116618922,94,108,112,108,69671331,84082782,101916918,113418456.8
SAUA,107098363,105324941,108074071,119204756,118894766,626,829,920,1001,106832458.3,110867922.7,115391197.7,168948738.4
WEBT,133350490,115587820,124509392,140655116,152649632,237,300,345,355,124482567.3,126917442.7,139271380,186781626.9
AFSM,111254689.3,107969401,112409834,113384833,111254689.3,92,108,114,121,110544641.4,111254689.3,112349785.4,157027186.8
XDZO,89457502,112706127,104904822,102356150.3,102356150.3,378,470,644,574,102356150.3,106655699.8,103205707.6,124739218.6
ZAXI,70833758,88842340,107725861,89133986.33,89133986.33,414,754,847,914,89133986.33,95234062.44,95331277.89,170093714.4
JGER,83919401,93958669,101542807,103129015,115103072,209,221,243,237,93140292.33,99543497,106591631.3,115247622.1
QODZ,37063419,86410117,99246551,107118702,113446471,142,146,155,166,74240029,97591790,106603908,110100343.6
GGIB,84162066.25,41879223,80577528,101774956,112416558,28,30,37,37,68872939.08,74743902.33,98256347.33,108307334
FNZH,123315000,119111000,119988000,123518000,112110000,487,487,480,473,120804666.7,120872333.3,118538666.7,148265376
AMIV,51149363,57590289,69082313,84223822,112091011,316,326,327,342,59273988.33,70298808,88465715.33,93909990.27
QRAL,78561000,94400000,109782000,107630000,111485000,36,36,2,2,94247666.67,103937333.3,109632333.3,133914020.1
MMSE,78769937.5,50344496,67126771,86634074,110974409,40,57,71,86,65413734.83,68035113.67,88245084.67,104437713.7
KISR,48220787,62802000,77767000,102749000,110686000,150,206,232,231,62929929,81106000,97067333.33,118922078.6
SIHA,94510939.67,94510939.67,81004752,91951250,110576817,191,202,219,287,90008877.11,89155647.22,94510939.67,121360540.6
PKCD,96707000,83696000,90603000,102109000,110420000,211,210,205,194,90335333.33,92136000,101044000,131454696.1
ANIQ,146434568,123010559,126844526,107175917,125866392.5,164,191,195,154,132096551,119010334,119962278.5,129107636.5
FOKC,94495374,124344843,120291046,117994985,109119887,305,309,315,336,113043754.3,120876958,115801972.7,149169362.2
OOCY,56946796,69709792,86141478,106981244,79944827.5,46,54,58,56,70932688.67,87610838,91022516.5,112037063
UWZP,71614442,85102310,96943345,108734344,90598610.25,174,186,190,183,84553365.67,96926666.33,98758766.42,183360559.5
ZGMK,85250307,26691876,98979516,70307233,70307233,359,369,372,369,70307233,65326208.33,79864660.67,92150151.71
ZAZV,95458038,106160648,129576533,116264680,108342097,820,917,874,775,110398406.3,117333953.7,118061103.3,140741043.1
XFWH,45413612,55353298,88185314,83968164,108002193,348,404,534,513,62984074.67,75835592,93385223.67,121908013.6
